일시,수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s)
2015-01-01,73.31,975.902,65.5,0.0553,28.909,42.273
2015-01-02,73.28,974.172,65.4,0.0,21.887,41.915
2015-01-03,73.26,973.019,65.3,0.0,28.391,41.731
2015-01-04,73.24,971.868,65.2,0.0,19.997,33.328
2015-01-05,73.22,970.717,65.2,6.2879,16.073,29.395
2015-01-06,73.21,970.141,65.1,8.533,36.585,43.242
2015-01-07,73.23,971.292,65.2,0.0,55.973,42.656
2015-01-08,73.25,972.443,65.3,0.0,59.318,45.992
2015-01-09,73.25,972.443,65.3,0.0,45.785,45.785
2015-01-10,73.25,972.443,65.3,0.0,45.784,45.784
2015-01-11,73.26,973.019,65.3,0.0505,47.673,41.006
2015-01-12,73.23,971.292,65.2,0.0,30.533,50.526
2015-01-13,73.22,970.717,65.2,0.0,39.122,45.782
2015-01-14,73.2,969.566,65.1,0.0,32.405,45.718
2015-01-15,73.18,968.417,65.0,0.0,31.897,45.2
2015-01-16,73.15,966.694,64.9,0.11,25.625,45.562
2015-01-17,73.14,966.121,64.8,0.1042,38.848,45.489
2015-01-18,73.12,964.974,64.8,1.1734,27.41,40.685
2015-01-19,73.09,963.255,64.7,0.7291,30.604,50.5
2015-01-20,73.07,962.11,64.6,0.0,32.235,45.487
2015-01-21,73.04,960.394,64.5,3.7761,25.815,45.676
2015-01-22,73.03,959.822,64.4,1.4873,38.461,45.077
2015-01-23,73.01,958.68,64.3,0.0,32.529,45.753
2015-01-24,72.99,957.538,64.3,0.0,31.733,44.948
2015-01-25,72.98,956.967,64.2,1.298,33.94,40.544
2015-01-26,72.95,955.257,64.1,1.7979,30.833,50.631
2015-01-27,72.93,954.117,64.0,0.0,32.778,45.965
2015-01-28,72.91,952.979,64.0,0.0,32.306,45.484
2015-01-29,72.91,952.979,64.0,0.437,45.651,45.651
2015-01-30,72.89,951.841,63.9,0.6849,32.81,45.979
2015-01-31,72.88,951.272,63.8,0.0,39.498,46.079
2015-02-01,72.87,950.704,63.8,0.0,33.921,40.5
2015-02-02,72.83,948.432,63.7,0.0,34.534,60.825
2015-02-03,72.8,946.731,63.5,0.0,31.243,50.937
2015-02-04,72.76,944.465,63.4,0.0,24.36,50.586
2015-02-05,72.73,942.767,63.3,0.0,31.227,50.873
2015-02-06,72.7,941.072,63.2,0.0,31.167,50.792
2015-02-07,72.66,938.814,63.0,0.0,24.829,50.963
2015-02-08,72.64,937.686,62.9,0.0,27.505,40.558
2015-02-09,72.58,934.307,62.7,0.0,24.158,63.262
2015-02-10,72.53,931.497,62.5,0.0,26.851,59.375
2015-02-11,72.48,928.692,62.3,0.0,27.374,59.84
2015-02-12,72.43,925.892,62.1,0.0,26.582,58.991
2015-02-13,72.38,923.097,62.0,0.0,27.57,59.921
2015-02-14,72.32,919.749,61.7,0.0,21.296,60.042
2015-02-15,72.28,917.522,61.6,1.6853,24.279,50.064
2015-02-16,72.25,915.853,61.5,14.7602,41.117,60.431
2015-02-17,72.22,914.186,61.4,0.2409,36.065,55.359
2015-02-18,72.22,914.186,61.4,0.1002,50.107,50.107
2015-02-19,72.21,913.631,61.3,0.0,39.603,46.03
2015-02-20,72.18,911.966,61.2,0.0,30.347,49.613
2015-02-21,72.17,911.411,61.2,3.5302,43.528,49.946
2015-02-22,72.15,910.303,61.1,0.7489,33.196,46.024
2015-02-23,72.13,909.196,61.0,0.0,42.64,55.459
2015-02-24,72.12,908.642,61.0,0.0,44.22,50.626
2015-02-25,72.1,907.536,60.9,0.0,38.387,51.192
2015-02-26,72.08,906.43,60.8,0.0,38.226,51.022
2015-02-27,72.06,905.325,60.8,0.0,38.025,50.812
2015-02-28,72.04,904.221,60.7,0.2191,37.944,50.722
2015-03-01,72.02,903.118,60.6,1.1448,32.794,45.563
2015-03-02,72.0,902.016,60.5,0.0,32.909,45.669
2015-03-03,71.99,901.465,60.5,0.8929,39.797,46.173
2015-03-04,71.94,898.713,60.3,0.0663,24.268,56.116
2015-03-05,71.91,897.064,60.2,0.0,36.077,55.158
2015-03-06,71.87,894.869,60.1,0.0,29.659,55.069
2015-03-07,71.83,892.677,59.9,0.0,25.591,50.965
2015-03-08,71.81,891.582,59.8,0.0,28.932,41.605
2015-03-09,71.75,888.302,59.6,0.0,22.66,60.625
2015-03-10,71.72,886.664,59.5,0.0,31.848,50.8
2015-03-11,71.67,883.939,59.3,0.0,19.397,50.938
2015-03-12,71.63,881.762,59.2,0.0,25.856,51.048
2015-03-13,71.59,879.589,59.0,1.1574,25.755,50.91
2015-03-14,71.56,877.961,58.9,0.0,31.957,50.8
2015-03-15,71.52,875.793,58.8,0.0,16.16,41.252
2015-03-16,71.47,873.088,58.6,0.0,29.14,60.454
2015-03-17,71.43,870.927,58.5,0.0,25.988,50.998
2015-03-18,71.44,871.467,58.5,28.9735,56.204,49.955
2015-03-19,71.46,872.547,58.6,0.3689,63.322,50.817
2015-03-20,71.57,878.504,59.0,0.0,120.236,51.295
2015-03-21,71.63,881.762,59.2,0.0,88.376,50.657
2015-03-22,71.67,883.939,59.3,0.0,65.834,40.642
2015-03-23,71.68,884.484,59.4,0.0,67.272,60.968
2015-03-24,71.68,884.484,59.4,0.0,50.934,50.934
2015-03-25,71.66,883.395,59.3,0.0,38.471,51.076
2015-03-26,71.64,882.306,59.2,0.0,38.424,51.02
2015-03-27,71.65,882.85,59.3,0.0,40.611,34.314
2015-03-28,71.66,883.395,59.3,0.11,40.067,33.768
2015-03-29,71.66,883.395,59.3,0.0,33.406,33.406
2015-03-30,71.65,882.85,59.3,0.0,26.984,33.283
2015-03-31,71.66,883.395,59.3,2.364,40.411,34.112
2015-04-01,71.61,880.675,59.1,1.1634,30.264,61.737
2015-04-02,71.57,878.504,59.0,0.325,36.568,61.705
2015-04-03,71.54,876.877,58.9,7.6868,43.289,62.118
2015-04-04,71.51,875.252,58.7,13.5084,41.579,60.388
2015-04-05,71.52,875.793,58.8,2.856,58.857,52.59
2015-04-06,71.52,875.793,58.8,1.8356,70.874,70.874
2015-04-07,71.54,876.877,58.9,0.0,74.32,61.779
2015-04-08,71.55,877.419,58.9,0.0634,67.658,61.384
2015-04-09,71.55,877.419,58.9,0.0,62.128,62.128
2015-04-10,71.53,876.335,58.8,0.0,49.087,61.633
2015-04-11,71.49,874.169,58.7,0.0,45.844,70.909
2015-04-12,71.46,872.547,58.6,0.0,41.112,59.887
2015-04-13,71.4,869.308,58.3,2.3573,42.133,79.621
2015-04-14,71.37,867.691,58.2,12.7844,51.315,70.029
2015-04-15,71.35,866.614,58.2,2.9333,57.201,69.666
2015-04-16,71.34,866.076,58.1,3.8201,64.239,70.468
2015-04-17,71.34,866.076,58.1,0.0,69.281,69.281
2015-04-18,71.34,866.076,58.1,3.1848,69.485,69.485
2015-04-19,71.35,866.614,58.2,2.1898,65.485,59.256
2015-04-20,71.35,866.614,58.2,15.2309,79.173,79.173
2015-04-21,71.37,867.691,58.2,0.1684,81.557,69.092
2015-04-22,71.43,870.927,58.5,0.0,120.437,82.989
2015-04-23,71.44,871.467,58.5,0.0,89.011,82.762
2015-04-24,71.42,870.387,58.4,0.0,70.983,83.479
2015-04-25,71.39,868.769,58.3,0.0,64.222,82.949
2015-04-26,71.41,869.847,58.4,0.0,52.159,39.676
2015-04-27,71.41,869.847,58.4,0.0,41.104,41.104
2015-04-28,71.41,869.847,58.4,0.1575,41.438,41.438
2015-04-29,71.43,870.927,58.5,16.3233,53.656,41.164
2015-04-30,71.45,872.007,58.5,0.0,54.052,41.551
2015-05-01,71.39,868.769,58.3,0.0,54.284,91.759
2015-05-02,71.32,865.0,58.1,0.0,48.007,91.625
2015-05-03,71.26,861.778,57.8,5.5889,49.055,86.354
2015-05-04,71.17,856.957,57.5,0.2501,40.515,96.311
2015-05-05,71.09,852.685,57.2,0.0,42.191,91.634
2015-05-06,71.0,847.894,56.9,0.0,37.499,92.951
2015-05-07,70.89,842.06,56.5,0.0,26.278,93.805
2015-05-08,70.8,837.304,56.2,0.0,38.738,93.786
2015-05-09,70.68,830.986,55.8,0.0,20.365,93.48
2015-05-10,70.58,825.743,55.4,0.0,28.175,88.858
2015-05-11,70.48,820.52,55.1,5.0741,36.565,97.025
2015-05-12,70.38,815.315,54.7,9.363,33.524,93.761
2015-05-13,70.29,810.648,54.4,0.2863,41.861,95.884
2015-05-14,70.18,804.964,54.0,0.0,30.108,95.892
2015-05-15,70.07,799.303,53.6,0.0,32.161,97.677
2015-05-16,69.96,793.417,53.3,0.0,27.826,95.952
2015-05-17,69.84,787.273,52.8,0.0,19.335,90.451
2015-05-18,69.72,781.161,52.4,0.0,26.619,97.357
2015-05-19,69.6,775.082,52.0,0.2385,21.398,91.761
2015-05-20,69.48,769.035,51.6,0.1159,21.585,91.573
2015-05-21,69.37,763.52,51.2,0.0,27.788,91.615
2015-05-22,69.25,757.535,50.8,0.0,21.527,90.799
2015-05-23,69.13,751.582,50.4,0.0,21.723,90.624
2015-05-24,69.0,745.169,50.0,0.0,16.316,90.54
2015-05-25,68.88,739.283,49.6,0.0,16.963,85.093
2015-05-26,68.75,732.942,49.2,0.0,22.067,95.459
2015-05-27,68.63,727.121,48.8,0.0,23.224,90.588
2015-05-28,68.49,720.371,48.4,0.0,12.556,90.685
2015-05-29,68.36,714.141,47.9,0.0,17.938,90.042
2015-05-30,68.24,708.423,47.6,2.2746,24.342,90.52
2015-05-31,68.12,702.737,47.2,0.0,24.508,90.324
2015-06-01,67.98,696.142,46.7,0.0,13.356,89.685
2015-06-02,67.85,690.056,46.3,0.0,19.824,90.262
2015-06-03,67.71,683.543,45.9,0.0,20.278,95.663
2015-06-04,67.58,677.533,45.5,0.0,21.189,90.754
2015-06-05,67.44,671.1,45.0,0.114,17.971,92.419
2015-06-06,67.32,665.62,44.7,0.0,18.733,82.161
2015-06-07,67.2,660.171,44.3,0.0,12.995,76.069
2015-06-08,67.07,654.301,43.9,0.1095,18.42,86.352
2015-06-09,66.94,648.468,43.5,0.0,13.911,81.43
2015-06-10,66.82,643.114,43.2,0.0,19.761,81.721
2015-06-11,66.69,637.349,42.8,0.1673,14.312,81.041
2015-06-12,66.58,632.498,42.5,0.521,15.004,71.148
2015-06-13,66.47,627.672,42.1,0.0,13.536,69.388
2015-06-14,66.37,623.307,41.8,1.3166,14.52,65.042
2015-06-15,66.25,618.097,41.5,0.0,14.476,74.786
2015-06-16,66.16,614.208,41.2,4.7844,26.062,71.069
2015-06-17,66.05,609.478,40.9,0.1051,15.93,70.676
2015-06-18,65.94,604.773,40.6,0.0,16.283,70.741
2015-06-19,65.83,600.092,40.3,3.0199,16.294,70.465
2015-06-20,65.73,595.859,40.0,6.5748,17.795,66.793
2015-06-21,65.65,592.487,39.8,0.0552,20.974,60.003
2015-06-22,65.54,587.871,39.5,1.4345,21.935,75.354
2015-06-23,65.44,583.697,39.2,0.1684,22.146,70.462
2015-06-24,65.33,579.128,38.9,0.6782,16.386,69.264
2015-06-25,65.26,576.234,38.7,12.9255,24.776,58.279
2015-06-26,65.32,578.714,38.8,43.6732,86.878,58.168
2015-06-27,65.41,582.448,39.1,0.0,101.577,58.355
2015-06-28,65.41,582.448,39.1,0.0,58.572,58.572
2015-06-29,65.37,580.787,39.0,0.0,39.02,58.253
2015-06-30,65.31,578.3,38.8,3.8172,29.662,58.441
2015-07-01,65.26,576.234,38.7,0.5809,21.135,45.054
2015-07-02,65.22,574.584,38.6,0.0505,31.843,50.936
2015-07-03,65.15,571.705,38.4,0.0,17.861,51.185
2015-07-04,65.09,569.245,38.2,0.0,22.516,50.988
2015-07-05,65.05,567.609,38.1,4.9854,30.716,49.651
2015-07-06,64.99,565.161,37.9,1.6656,15.469,43.803
2015-07-07,64.94,563.126,37.8,7.642,20.706,44.254
2015-07-08,64.92,562.314,37.7,22.9551,34.65,44.053
2015-07-09,65.13,570.884,38.3,52.8968,143.658,44.466
2015-07-10,65.82,599.668,40.3,0.0,377.491,44.341
2015-07-11,66.05,609.478,40.9,4.0181,157.974,44.434
2015-07-12,66.17,614.639,41.3,15.137,101.468,41.731
2015-07-13,66.36,622.872,41.8,1.7676,141.798,46.512
2015-07-14,66.59,632.938,42.5,0.0,160.956,44.451
2015-07-15,66.69,637.349,42.8,0.0755,95.7,44.648
2015-07-16,66.72,638.676,42.9,0.0449,63.023,47.66
2015-07-17,66.71,638.234,42.8,0.4147,46.52,51.643
2015-07-18,66.68,636.907,42.8,0.0,35.631,50.986
2015-07-19,66.66,636.023,42.7,0.0,38.145,48.37
2015-07-20,66.62,634.259,42.6,0.1075,34.014,54.435
2015-07-21,66.58,632.498,42.5,6.4044,31.362,51.744
2015-07-22,66.59,632.938,42.5,19.2833,52.039,46.947
2015-07-23,66.63,634.7,42.6,6.4785,64.921,44.529
2015-07-24,66.67,636.465,42.7,2.2028,64.839,44.409
2015-07-25,66.67,636.465,42.7,0.092,44.386,44.386
2015-07-26,66.66,636.023,42.7,0.0,36.794,41.905
2015-07-27,66.63,634.7,42.6,1.5451,32.112,47.431
2015-07-28,66.59,632.938,42.5,0.526,25.256,45.648
2015-07-29,66.6,633.378,42.5,14.5569,56.084,50.99
2015-07-30,66.58,632.498,42.5,0.0,41.288,51.474
2015-07-31,66.56,631.619,42.4,0.0,41.352,51.529
2015-08-01,66.52,629.863,42.3,0.3281,27.524,47.848
2015-08-02,66.5,628.986,42.2,7.008,34.323,44.471
2015-08-03,66.45,626.798,42.1,0.0273,25.151,50.478
2015-08-04,66.42,625.487,42.0,0.0,30.506,45.673
2015-08-05,66.37,623.307,41.8,0.0,23.768,48.999
2015-08-06,66.31,620.698,41.7,0.0,18.85,49.048
2015-08-07,66.25,618.097,41.5,1.2162,18.901,49.013
2015-08-08,66.19,615.502,41.3,10.4088,17.64,47.666
2015-08-09,66.16,614.208,41.2,0.0,29.135,44.116
2015-08-10,66.11,612.055,41.1,0.0,26.452,51.372
2015-08-11,66.08,610.765,41.0,0.5441,32.525,47.449
2015-08-12,66.03,608.621,40.9,1.2851,22.476,47.301
2015-08-13,65.99,606.908,40.7,0.8113,27.591,47.408
2015-08-14,65.94,604.773,40.6,0.0,22.564,47.282
2015-08-15,65.88,602.217,40.4,2.2154,17.837,47.42
2015-08-16,65.83,600.092,40.3,0.4697,20.006,44.594
2015-08-17,65.77,597.55,40.1,0.167,19.712,49.139
2015-08-18,65.71,595.015,39.9,0.0,17.247,46.589
2015-08-19,65.65,592.487,39.8,0.0,15.26,44.518
2015-08-20,65.58,589.547,39.6,3.8874,12.084,46.111
2015-08-21,65.54,587.871,39.5,6.9294,26.467,45.859
2015-08-22,65.49,585.782,39.3,0.0,22.158,46.345
2015-08-23,65.44,583.697,39.2,0.0,22.134,46.263
2015-08-24,65.38,581.202,39.0,0.5442,14.46,43.338
2015-08-25,65.36,580.372,39.0,33.074,29.537,39.144
2015-08-26,65.35,579.957,38.9,0.0,34.958,39.758
2015-08-27,65.41,582.448,39.1,2.5397,62.503,33.668
2015-08-28,65.43,583.28,39.2,0.8578,46.125,36.494
2015-08-29,65.42,582.864,39.1,0.0,34.537,39.353
2015-08-30,65.39,581.617,39.0,0.5818,24.656,39.091
2015-08-31,65.37,580.787,39.0,0.1042,29.424,39.036
2015-09-01,65.34,579.543,38.9,0.0553,23.908,38.308
2015-09-02,65.33,579.128,38.9,12.7481,29.433,34.228
2015-09-03,65.32,578.714,38.8,0.762,25.154,29.947
2015-09-04,65.33,579.128,38.9,0.0,38.936,34.143
2015-09-05,65.32,578.714,38.8,3.6026,28.945,33.738
2015-09-06,65.31,578.3,38.8,0.6938,23.921,28.712
2015-09-07,65.29,577.473,38.8,0.0,26.495,36.07
2015-09-08,65.26,576.234,38.7,0.0,20.479,34.823
2015-09-09,65.24,575.408,38.6,0.0,20.154,29.705
2015-09-10,65.22,574.584,38.6,0.0,19.635,29.177
2015-09-11,65.19,573.349,38.5,0.5195,19.758,34.053
2015-09-12,65.18,572.937,38.5,9.0617,24.597,29.358
2015-09-13,65.16,572.115,38.4,0.1638,20.697,30.211
2015-09-14,65.13,570.884,38.3,0.0,18.881,33.135
2015-09-15,65.1,569.654,38.2,0.0,16.956,31.189
2015-09-16,65.07,568.426,38.2,0.0,15.569,29.781
2015-09-17,65.05,567.609,38.1,0.0,20.06,29.523
2015-09-18,65.01,565.976,38.0,0.0,14.628,33.526
2015-09-19,64.97,564.346,37.9,0.0,15.441,34.302
2015-09-20,64.94,563.126,37.8,0.0,15.359,29.481
2015-09-21,64.91,561.908,37.7,0.0,14.739,28.84
2015-09-22,64.87,560.286,37.6,0.055,15.568,34.337
2015-09-23,64.82,558.264,37.5,0.0,10.53,33.939
2015-09-24,64.79,557.052,37.4,0.0,15.523,29.541
2015-09-25,64.76,555.843,37.3,0.0,15.822,29.819
2015-09-26,64.72,554.233,37.2,0.0,11.15,29.781
2015-09-27,64.69,553.028,37.1,0.0,14.879,28.828
2015-09-28,64.66,551.825,37.0,0.0,14.453,28.382
2015-09-29,64.63,550.623,37.0,0.0,15.539,29.447
2015-09-30,64.59,549.024,36.9,0.0,10.494,29.006
2015-10-01,64.61,549.823,36.9,38.3782,38.182,28.931
2015-10-02,64.6,549.423,36.9,0.0,24.141,28.768
2015-10-03,64.61,549.823,36.9,0.0,33.929,29.302
2015-10-04,64.61,549.823,36.9,0.0,28.878,28.878
2015-10-05,64.59,549.024,36.9,0.0,19.553,28.804
2015-10-06,64.58,548.624,36.8,0.0,21.358,25.98
2015-10-07,64.57,548.225,36.8,0.0,15.795,20.415
2015-10-08,64.57,548.225,36.8,0.0634,21.422,21.422
2015-10-09,64.56,547.826,36.8,0.4175,17.317,21.935
2015-10-10,64.56,547.826,36.8,6.9524,21.598,21.598
2015-10-11,64.56,547.826,36.8,4.9553,21.508,21.508
2015-10-12,64.55,547.427,36.7,0.8777,14.791,19.406
2015-10-13,64.55,547.427,36.7,0.0,20.09,20.09
2015-10-14,64.55,547.427,36.7,0.0,19.707,19.707
2015-10-15,64.55,547.427,36.7,0.0,19.86,19.86
2015-10-16,64.54,547.029,36.7,0.0,15.191,19.804
2015-10-17,64.54,547.029,36.7,0.0,19.618,19.618
2015-10-18,64.53,546.63,36.7,0.0,15.311,19.922
2015-10-19,64.52,546.232,36.7,0.0,14.944,19.553
2015-10-20,64.51,545.834,36.6,0.0,15.22,19.826
2015-10-21,64.5,545.436,36.6,0.0,15.057,19.661
2015-10-22,64.49,545.039,36.6,0.0,15.261,19.863
2015-10-23,64.48,544.641,36.6,0.0,14.05,18.649
2015-10-24,64.47,544.244,36.5,0.055,15.277,19.874
2015-10-25,64.46,543.847,36.5,0.0,15.147,19.742
2015-10-26,64.44,543.054,36.5,0.0,10.197,19.38
2015-10-27,64.45,543.45,36.5,23.2414,23.554,18.964
2015-10-28,64.46,543.847,36.5,0.0,23.873,19.28
2015-10-29,64.47,544.244,36.5,0.1567,24.379,19.784
2015-10-30,64.46,543.847,36.5,0.0,15.32,19.915
2015-10-31,64.46,543.847,36.5,0.0,19.808,19.808
2015-11-01,64.45,543.45,36.5,0.0,15.147,19.74
2015-11-02,64.44,543.054,36.5,0.0,14.667,19.257
2015-11-03,64.44,543.054,36.5,0.0,19.535,19.535
2015-11-04,64.43,542.657,36.4,0.0,15.4,19.988
2015-11-05,64.42,542.261,36.4,0.0,15.243,19.829
2015-11-06,64.42,542.261,36.4,1.3459,19.36,19.36
2015-11-07,64.42,542.261,36.4,15.4875,18.357,18.357
2015-11-08,64.44,543.054,36.5,12.6299,26.957,17.783
2015-11-09,64.46,543.847,36.5,2.3447,27.826,18.643
2015-11-10,64.5,545.436,36.6,0.0,37.239,18.846
2015-11-11,64.53,546.63,36.7,0.0,32.526,18.707
2015-11-12,64.55,547.427,36.7,0.0,26.06,16.836
2015-11-13,64.59,549.024,36.9,21.3287,36.315,17.84
2015-11-14,64.64,551.023,37.0,3.7298,41.034,17.888
2015-11-15,64.73,554.635,37.2,0.1179,59.645,17.839
2015-11-16,64.84,559.072,37.5,10.9552,68.202,16.853
2015-11-17,64.92,562.314,37.7,0.8371,54.534,17.014
2015-11-18,65.01,565.976,38.0,3.4105,60.165,17.779
2015-11-19,65.07,568.426,38.2,0.7461,45.704,17.343
2015-11-20,65.13,570.884,38.3,0.0,46.371,17.926
2015-11-21,65.18,572.937,38.5,0.0,42.362,18.594
2015-11-22,65.22,574.584,38.6,0.0,37.942,18.886
2015-11-23,65.27,576.646,38.7,6.2319,42.352,18.48
2015-11-24,65.31,578.3,38.8,0.426,38.134,18.994
2015-11-25,65.35,579.957,38.9,7.824,39.346,20.169
2015-11-26,65.38,581.202,39.0,0.8404,33.785,19.378
2015-11-27,65.42,582.864,39.1,0.184,38.663,19.421
2015-11-28,65.45,584.113,39.2,0.9106,34.063,19.607
2015-11-29,65.49,585.782,39.3,0.1356,38.725,19.417
2015-11-30,65.52,587.035,39.4,0.0,33.784,19.279
2015-12-01,65.54,587.871,39.5,0.0,29.087,19.405
2015-12-02,65.58,589.547,39.6,5.24,38.923,19.531
2015-12-03,65.6,590.386,39.6,1.679,29.043,19.333
2015-12-04,65.62,591.226,39.7,0.5736,28.558,18.838
2015-12-05,65.64,592.066,39.7,0.0,28.784,19.055
2015-12-06,65.67,593.329,39.8,0.0,34.052,19.441
2015-12-07,65.68,593.75,39.9,0.0,23.737,18.862
2015-12-08,65.7,594.593,39.9,0.0,28.995,19.238
2015-12-09,65.71,595.015,39.9,0.0,22.76,17.878
2015-12-10,65.73,595.859,40.0,11.5562,27.904,18.133
2015-12-11,65.75,596.704,40.1,2.6878,28.601,18.82
2015-12-12,65.78,597.973,40.1,0.0,33.903,19.214
2015-12-13,65.84,600.517,40.3,0.0,48.707,19.266
2015-12-14,65.9,603.068,40.5,5.2425,48.791,19.264
2015-12-15,65.95,605.199,40.6,0.9959,43.171,18.5
2015-12-16,65.99,606.908,40.7,3.1294,38.984,19.205
2015-12-17,66.02,608.192,40.8,0.0273,34.46,19.601
2015-12-18,66.05,609.478,40.9,0.0273,34.482,19.601
2015-12-19,66.07,610.336,41.0,0.0,29.863,19.931
2015-12-20,66.1,611.625,41.1,0.0,34.516,19.6
2015-12-21,66.12,612.485,41.1,1.2627,28.862,18.906
2015-12-22,66.13,612.915,41.1,0.1491,24.498,19.516
2015-12-23,66.14,613.346,41.2,1.3194,24.257,19.273
2015-12-24,66.16,614.208,41.2,0.0,29.074,19.099
2015-12-25,66.17,614.639,41.3,0.0,24.767,19.776
2015-12-26,66.18,615.071,41.3,0.0,23.768,18.774
2015-12-27,66.19,615.502,41.3,0.0,24.323,19.327
2015-12-28,66.2,615.934,41.3,0.0,23.722,18.724
2015-12-29,66.21,616.366,41.4,0.0,24.609,19.608
2015-12-30,66.22,616.798,41.4,0.6921,23.501,18.498
2015-12-31,66.22,616.798,41.4,0.2145,19.244,19.244
2016-01-01,66.22,616.798,41.4,0.0,19.37,19.37
2016-01-02,66.23,617.231,41.4,0.0,23.881,18.875
2016-01-03,66.23,617.231,41.4,0.0,19.126,19.126
2016-01-04,66.23,617.231,41.4,0.0,18.99,18.99
2016-01-05,66.22,616.798,41.4,0.0,14.02,19.026
2016-01-06,66.22,616.798,41.4,0.0,19.239,19.239
2016-01-07,66.22,616.798,41.4,0.0,19.406,19.406
2016-01-08,66.21,616.366,41.4,0.0,14.447,19.45
2016-01-09,66.21,616.366,41.4,0.0,19.51,19.51
2016-01-10,66.2,615.934,41.3,0.0,14.351,19.352
2016-01-11,66.2,615.934,41.3,0.0,18.8,18.8
2016-01-12,66.19,615.502,41.3,0.0,14.365,19.363
2016-01-13,66.19,615.502,41.3,0.0,19.084,19.084
2016-01-14,66.18,615.071,41.3,0.0273,14.015,19.011
2016-01-15,66.17,614.639,41.3,0.0,14.313,19.307
2016-01-16,66.16,614.208,41.2,0.0,14.3,19.291
2016-01-17,66.16,614.208,41.2,3.8592,18.435,18.435
2016-01-18,66.16,614.208,41.2,0.3891,18.608,18.608
2016-01-19,66.14,613.346,41.2,0.3989,9.559,19.534
2016-01-20,66.14,613.346,41.2,0.0,19.465,19.465
2016-01-21,66.12,612.485,41.1,0.0273,8.791,18.757
2016-01-22,66.11,612.055,41.1,0.0,14.43,19.409
2016-01-23,66.1,611.625,41.1,0.0,14.94,19.917
2016-01-24,66.08,610.765,41.0,0.1937,9.25,19.197
2016-01-25,66.07,610.336,41.0,0.0,14.502,19.472
2016-01-26,66.06,609.907,40.9,0.0273,15.096,20.063
2016-01-27,66.05,609.478,40.9,0.0273,16.094,21.059
2016-01-28,66.04,609.049,40.9,1.2315,15.352,20.315
2016-01-29,66.03,608.621,40.9,4.0927,15.272,20.232
2016-01-30,66.01,607.764,40.8,0.0,10.618,20.531
2016-01-31,66.0,607.336,40.8,0.0,14.003,18.956
2016-02-01,65.99,606.908,40.7,0.0,14.829,19.78
2016-02-02,65.98,606.481,40.7,0.0,13.342,18.29
2016-02-03,65.97,606.053,40.7,0.0,14.471,19.417
2016-02-04,65.96,605.626,40.7,0.0,15.199,20.143
2016-02-05,65.95,605.199,40.6,0.0,15.112,20.053
2016-02-06,65.93,604.346,40.6,0.0,10.388,20.263
2016-02-07,65.92,603.92,40.5,0.0,13.83,18.764
2016-02-08,65.91,603.494,40.5,0.0,13.266,18.198
2016-02-09,65.89,602.642,40.5,0.0,8.915,18.771
2016-02-10,65.87,601.791,40.4,0.0,9.262,19.109
2016-02-11,65.87,601.791,40.4,0.0273,18.415,18.415
2016-02-12,65.87,601.791,40.4,13.1876,19.941,19.941
2016-02-13,65.88,602.217,40.4,5.1644,24.957,20.035
2016-02-14,65.88,602.217,40.4,0.1608,19.726,19.726
2016-02-15,65.9,603.068,40.5,0.055,29.205,19.353
2016-02-16,65.94,604.773,40.6,0.7744,39.033,19.301
2016-02-17,65.96,605.626,40.7,0.0,29.091,19.211
2016-02-18,65.97,606.053,40.7,0.0,24.252,19.308
2016-02-19,65.98,606.481,40.7,0.0,23.357,18.411
2016-02-20,65.99,606.908,40.7,0.0,24.432,19.484
2016-02-21,65.98,606.481,40.7,0.0,12.949,17.897
2016-02-22,65.99,606.908,40.7,0.0,23.467,18.519
2016-02-23,65.98,606.481,40.7,0.0,14.139,19.087
2016-02-24,65.98,606.481,40.7,0.0,19.255,19.255
2016-02-25,65.97,606.053,40.7,0.0,14.405,19.351
2016-02-26,65.98,606.481,40.7,2.1844,23.161,18.215
2016-02-27,65.97,606.053,40.7,2.2374,14.657,19.603
2016-02-28,65.98,606.481,40.7,8.7215,24.105,19.159
2016-02-29,65.98,606.481,40.7,0.3277,18.787,18.787
2016-03-01,65.99,606.908,40.7,0.0273,23.953,19.005
2016-03-02,65.99,606.908,40.7,0.0,19.524,19.524
2016-03-03,65.99,606.908,40.7,0.0,19.395,19.395
2016-03-04,66.0,607.336,40.8,9.251,22.82,17.869
2016-03-05,66.04,609.049,40.9,32.3033,39.054,19.227
2016-03-06,66.27,618.963,41.5,0.2041,133.077,18.334
2016-03-07,66.7,637.791,42.8,0.0,235.318,17.399
2016-03-08,66.89,646.233,43.4,0.0,116.269,18.557
2016-03-09,67.0,651.156,43.7,0.0,76.139,19.168
2016-03-10,67.09,655.202,44.0,0.0,65.699,18.867
2016-03-11,67.14,657.457,44.1,0.0,45.238,19.135
2016-03-12,67.19,659.718,44.3,0.0,44.324,18.16
2016-03-13,67.23,661.53,44.4,0.0,40.289,19.313
2016-03-14,67.25,662.438,44.5,0.0,27.869,17.367
2016-03-15,67.27,663.346,44.5,0.0,28.871,18.359
2016-03-16,67.29,664.255,44.6,0.0,29.891,19.369
2016-03-17,67.31,665.165,44.6,0.0,29.985,19.453
2016-03-18,67.32,665.62,44.7,5.3052,24.255,18.985
2016-03-19,67.34,666.531,44.7,0.1412,28.628,18.081
